,crowd,text
12748,1,"of course you are... your IQ level is painfully obvious, as is your political idiocy...
"
12768,1,"Again, Trump's in a real pickle. He needs the 'alt right', the David Dukes and sundry right-wing kooks to win. But his constant dog whistles to white supremacists alienate normal Americans.  Deplorables: Can't win with 'em. Can't win without 'em.
"
12776,1,"Thomas Darcy McGee is a habitual troll, who deals in conspiracies, disinformation, and flame-baiting. Half the people here just ignore their posts.
"
12803,1,"Interesting. I never vote """"not civil"""" on even obvious lies, if they are civilly presented. I get what you're saying but I think the civility thing relates to being adult and not name-calling. I have voted """"not civil"""" on posts i deeply agree with but which call the other person """"idiot"""" or some such.
"
12809,1,"Still remember the helicopter crash that killed Vic Morrow and a young Vietnamese kid. Lots of soldiers were killed while riding in helicopters. Now you got the Osprey crashes. Goddamned death machines.
"
12819,1,"Yup stuck because we got a dumb republican majority of congress and an even dumber president.
"
12842,1,"So where's the SA right-wing hater troll army now? Not going to defend one of your own?
"
12859,1,"Comical how population decline is referred to as a bad thing.  Comical and sad.  The natural world is going extinct, but apparently there's never too many humans.  People like the author of this article obviously aren't using their brains.
"
12915,1,"If you dont want to get pregnant close your legs. The only one responsible for her body is the woman. Remember a time when  women would die because of child birth and brave as they were they would try and have children anyways , now we kill the babys out of inconvenience.
"
12918,1,"Yes, lucky us, Lazeelink.  Canada got some really great citizens for that reason.  And many more millions think they did the right thing.  We're not anti-American; we're anti some of the stupid things the US does.
"
12927,1,"This is another silly notion. Of course people support abortion. The very existance of NARAL and PP attest to that. Abortion is the Holy Eucharist of the progressive. Killing babies is really a sacrament to these folks. Until people learn to love their children like the gifts they are, instead of as an inconvenience to be slaughtered and thrown in the trash, people will support abortion. Killing babies has nothing to do with """"reproductive rights,"""" whatever you think those might be. How about the right of the baby to life, liberty and the pursuit of happiness?
"
12937,1,"The KPMG and Gordhan rot goes deeper than it meets the eye.
"
12940,1,"He is not that stupid.
"
12954,1,"get the stupidity meter out the haters of the left are ramping it up with every post
"
12971,1,"Ed is a political whore like all the politicians. Drain the swamp!
"
13023,1,"Ha ! """"Islamphobia"""" sounds like some type of disease......!! The only problem with that word is that it's so absurd.... It sounds stupid and once again Muslims are being partitioned out....
"
13039,1,"A once and for all solution to these depredations by the US lumber cabal:  a moratorium on softwood lumber shipments into the US, with no-interest loans from the federal and provincial governments to offset foregone profits.  Leave it to the US construction industry, which dwarfs the lumber industry, to get their tame Congresspersons to stop this nonsense.
"
13041,1,"Just to let you know, there are human beings out there. Humans are not infallible. We all have our little problems and ways of doing things, We all think differently and react to incidents differently. We all have varying value systems. Some actually have no remorse about hurting their fellow human beings or taking things from others because they can. Having a gun or not having a gun does nothing to alter that. You are really that dense about why there is crime? Hard to believe someone can be that ignorant.
"
13055,1,"The best laugh of the day!  Must have a load of guilt to react with such hurt to the truth. """"Leftwing nut codeword""""?  More limited vocabulary from the Alt-Fact, Alt-Right world of white-only privilege espoused by your glorious Fuehrer Herr Trump and his loyal Neo-Nazi family and advisors.  Which """"culture"""" are you claiming for me?  Just one more racist, snide, Kill-the-Messenger lame smear.  Your phony outrage is so illiterate as to be nothing more than comic strip fodder, will apologies to the comics.
"
13059,1,"In politics your friends are likely to do you more damage than your enemies. The split in the right ensured that the left would form a government. It was stupidity in the extreme.
"
13060,1,"I am saying the prosecution of Arpaio was politically motivated, as was the pardon.  Justice was not a primary motivation on either side. I'm not sure how you extrapolate that into """"politics invalidates the law"""" but that is obviously not true nor was it the point I was making. Presidents pardon people for political reasons all the time -- Clinton, for example, pardoned a number of very shady characters -- and giving Arpaio a get-out-of-jail-free card is hardly much of a stretch. The Washington Post had a breathless opinion piece yesterday saying that pardoning Arpaio was an impeachable offense. It is that sort of feather-headed silliness that gives oxygen to the Trumpists and makes liberals look, well, dumb.
"
13076,1,"As Bruce Springsteen has said """" Trump is a moron"""".  I couldn't agree more.
"
13079,1,"A 16 year old had a """"Secret"""" life. In Palmer, Alaska. Are you serious? Dumbass.
"
13080,1,"OMG!  The Capital Lobbyists will be hit hard this year.  More slop for the legislative pigs.
"
13095,1,"Spicer is pathetic in his inarticulateness, a terrible trait for that job, but what he meant was perfectly clear, and correct.
"
13103,1,"When Trump says """"America First"""" he means """"white, privileged Christians first, and everyone else, screw you.""""  That is not a patriotic viewpoint. It's very anti-American.
"
